carat,cut,color,clarity,depth,table,x,y,z,is_over_$1000
0.7,1,1,5,62.9,57,5.66,5.61,3.54,1
0.7,2,1,5,59.6,57,5.91,5.83,3.5,1
0.7,2,5,3,61.8,60,5.69,5.64,3.5,1
0.7,2,1,5,62.7,57,5.68,5.64,3.55,1
1,5,4,1,65.3,62,6.34,6.12,4.08,1
0.72,4,6,5,63.8,58,5.64,5.68,3.61,1
0.72,1,4,5,62.3,56,5.73,5.77,3.58,1
0.7,3,5,5,59.7,63,5.76,5.79,3.45,1
0.86,3,5,1,64.3,60,5.97,5.95,3.83,1
0.71,1,6,5,62.9,58,5.66,5.69,3.57,1
0.75,1,1,4,62,57,5.8,5.78,3.59,1
0.73,2,1,3,61.6,59,5.77,5.73,3.54,1
0.53,1,1,6,61.9,55,5.2,5.21,3.22,1
0.73,2,1,4,61.3,58,5.83,5.76,3.55,1
0.73,3,1,4,63.6,57,5.72,5.7,3.63,1
0.73,2,1,4,59.6,61,5.92,5.85,3.51,1
0.73,2,1,4,62.2,59,5.77,5.68,3.56,1
0.73,2,7,4,61.7,55,5.84,5.82,3.6,1
0.73,4,1,4,63.2,58,5.76,5.7,3.62,1
0.7,2,1,5,60.8,60,5.74,5.71,3.48,1
0.72,2,1,3,60.3,59,5.84,5.8,3.51,1
0.72,2,1,3,60.9,60,5.8,5.76,3.52,1
0.72,2,1,3,62.4,59,5.77,5.7,3.58,1
0.7,2,1,3,60.2,60,5.73,5.7,3.44,1
0.6,1,5,2,62,55,5.37,5.4,3.34,1
0.74,1,3,6,60.8,57,5.85,5.89,3.57,1
0.73,1,5,4,62.1,55,5.75,5.78,3.58,1
0.71,2,7,4,62.7,60,5.71,5.67,3.57,1
0.71,2,7,4,61.3,58,5.75,5.73,3.52,1
0.7,2,7,4,60.2,60,5.82,5.75,3.48,1
0.7,1,7,4,60.7,56,5.75,5.72,3.48,1
0.9,3,2,3,64,61,6.04,6.03,3.86,1
0.71,1,7,4,60.2,56,5.86,5.83,3.52,1
0.7,2,1,3,61.5,59,5.73,5.68,3.51,1
0.7,2,1,3,62.6,56,5.71,5.66,3.56,1
0.7,1,7,4,59.7,58,5.82,5.77,3.46,1
0.7,3,1,4,61.4,64,5.71,5.66,3.49,1
0.7,1,7,4,62.5,57,5.62,5.59,3.51,1
0.7,1,7,4,61.8,56,5.73,5.63,3.51,1
0.7,2,1,3,60.7,62,5.72,5.68,3.46,1
0.7,2,5,3,60.6,58,5.8,5.72,3.49,1
0.7,1,7,4,61.4,54,5.75,5.71,3.52,1
0.79,4,7,1,62.8,59,5.86,5.9,3.69,1
0.9,3,3,4,63.8,57,6.06,6.13,3.89,1
0.71,2,1,3,62.3,58,5.71,5.66,3.54,1
0.61,1,1,2,61.3,54,5.51,5.59,3.4,1
0.9,5,4,1,65.8,54,6.05,5.98,3.96,1
0.71,1,1,4,60.5,56,5.77,5.73,3.47,1
0.71,2,7,3,61.2,59,5.74,5.69,3.5,1
0.77,1,3,2,62.1,57,5.84,5.86,3.63,1
0.74,3,1,5,63.1,58,5.73,5.75,3.62,1
0.82,1,5,1,62.4,54,6.02,5.97,3.74,1
0.82,2,1,1,60.8,60,6.05,6.03,3.67,1
0.71,2,6,5,62.2,59,5.73,5.66,3.54,1
0.83,2,4,4,60,59,6.08,6.05,3.64,1
0.73,4,6,5,62,57,5.75,5.8,3.58,1
0.83,2,4,4,62.5,59,6.02,5.95,3.74,1
1.17,2,2,7,60.2,61,6.9,6.83,4.13,1
0.91,5,4,1,61.3,67,6.24,6.19,3.81,1
0.73,2,1,5,62.6,60,5.75,5.68,3.58,1
0.7,3,1,5,57.2,59,5.94,5.88,3.38,1
0.9,2,3,1,62.2,59,6.11,6.07,3.79,1
0.7,2,1,5,62.2,58,5.66,5.6,3.5,1
0.7,4,7,3,63.3,56,5.6,5.58,3.54,1
0.7,2,1,5,59.4,61,5.78,5.74,3.42,1
0.9,4,3,1,63.5,56,6.17,6.07,3.88,1
0.78,2,5,4,60.8,60,5.97,5.94,3.62,1
0.96,1,5,7,60.7,55,6.41,6.37,3.88,1
0.7,4,7,4,62.3,59,5.67,5.7,3.54,1
0.72,3,7,3,64,54,5.68,5.7,3.64,1
0.79,2,4,2,62.6,58,5.96,5.9,3.71,1
0.7,1,4,6,61.6,57,5.69,5.74,3.52,1
0.7,1,4,6,62.3,55,5.66,5.7,3.54,1
0.7,1,7,1,60.6,57,5.74,5.77,3.49,1
1.01,2,4,1,61.6,61,6.39,6.31,3.91,1
0.72,2,5,5,62.2,58,5.75,5.7,3.56,1
0.8,3,1,1,63.7,54,5.91,5.87,3.75,1
0.59,1,1,6,62,56,5.36,5.38,3.33,1
0.72,1,5,5,61.7,57,5.77,5.74,3.55,1
0.75,2,1,1,61.9,57,5.88,5.82,3.62,1
0.8,2,1,1,60.2,57,6.05,6.01,3.63,1
0.71,4,1,3,62.7,59,5.65,5.7,3.56,1
0.77,4,4,4,61.7,56,5.84,5.89,3.62,1
0.97,1,5,7,60.7,56,6.41,6.43,3.9,1
0.53,1,5,6,60.9,57,5.23,5.29,3.19,1
0.53,1,5,6,61.8,57,5.16,5.19,3.2,1
0.8,1,3,3,62.1,54.4,5.94,5.99,3.7,1
0.9,2,6,4,60.6,62,6.21,6.13,3.74,1
0.76,4,1,1,60.8,60,5.89,5.98,3.61,1
0.72,1,1,4,62.3,57,5.7,5.76,3.57,1
0.75,1,1,4,61.4,57,5.82,5.87,3.59,1
0.72,2,1,4,62.1,58,5.73,5.76,3.57,1
0.79,1,6,4,61.8,56,5.93,5.91,3.66,1
0.72,4,5,3,62.5,58,5.71,5.75,3.58,1
0.91,4,3,1,62.8,61,6.15,6.18,3.87,1
0.71,2,6,2,62.1,57,5.75,5.65,3.54,1
0.81,2,6,4,63,60,5.87,5.81,3.68,1
0.82,1,4,4,62.5,57,5.91,5.97,3.71,1
0.71,2,5,5,62.2,58,5.72,5.66,3.54,1
0.9,3,2,4,64.3,63,6.05,6.01,3.88,1
0.8,4,3,3,62,58,5.86,5.95,3.66,1
0.56,4,1,8,61,59,5.28,5.34,3.24,1
0.7,4,7,3,59.6,61,5.77,5.8,3.45,1
0.7,1,7,3,61,57,5.74,5.76,3.51,1
0.61,1,5,2,61.7,55,5.45,5.48,3.37,1
0.85,1,4,1,62.5,57,6.02,6.07,3.78,1
0.7,1,5,4,60.7,57,5.73,5.75,3.49,1
0.8,1,6,3,62.2,56,5.94,5.87,3.67,1
0.8,1,4,3,62.8,57,5.91,5.87,3.7,1
0.51,4,7,6,59.9,58,5.16,5.19,3.1,1
0.53,1,5,6,61.4,57,5.2,5.23,3.2,1
0.78,1,3,3,61.8,55,5.92,5.95,3.67,1
0.9,4,2,4,63.4,54,6.17,6.14,3.9,1
0.9,5,6,1,65.3,59,6.07,6,3.94,1
0.77,1,1,1,60.7,55,6.01,5.95,3.63,1
0.73,1,5,5,61.2,56,5.89,5.81,3.58,1
0.63,1,5,2,61.9,57,5.47,5.51,3.4,1
0.7,1,1,3,61.5,54,5.7,5.75,3.52,1
0.72,1,1,3,62.8,57,5.71,5.73,3.59,1
0.72,1,1,4,61,57,5.78,5.8,3.53,1
0.75,2,5,3,59.6,59,6.04,5.94,3.57,1
0.82,4,4,4,60.7,56,6.04,6.06,3.67,1
0.71,3,1,3,62.8,60,5.6,5.65,3.53,1
0.7,2,1,5,62.6,59,5.69,5.66,3.55,1
0.7,1,1,5,61.8,56,5.74,5.69,3.53,1
0.71,1,5,4,59.8,53,5.86,5.82,3.49,1
0.76,4,4,4,60.9,55,5.92,5.94,3.61,1
0.82,5,5,4,64.9,58,5.83,5.79,3.77,1
0.72,2,5,5,58.8,60,5.91,5.89,3.47,1
0.7,2,5,3,62.3,58,5.72,5.64,3.54,1
0.7,2,5,3,61.7,58,5.69,5.63,3.49,1
0.7,2,6,5,62.6,55,5.73,5.64,3.56,1
0.7,2,5,3,59.4,61,5.83,5.79,3.45,1
0.7,4,1,4,63.5,59,5.53,5.49,3.5,1
0.7,2,5,3,60.9,61,5.71,5.66,3.46,1
0.7,2,5,3,59.5,58,5.85,5.75,3.45,1
0.7,2,6,5,63,60,5.64,5.57,3.53,1
0.74,4,1,4,60,57,5.85,5.89,3.52,1
0.71,1,5,5,61.5,57,5.74,5.71,3.52,1
0.7,1,5,5,61.6,54,5.75,5.72,3.53,1
0.71,1,5,5,62.1,55,5.82,5.68,3.57,1
0.71,2,5,5,59.1,61,5.84,5.81,3.44,1
0.71,2,5,5,59,60,5.82,5.8,3.43,1
0.71,2,5,5,60.5,58,5.75,5.72,3.47,1
0.7,1,5,5,62.4,53,5.73,5.71,3.57,1
0.73,1,6,3,61.8,54,5.8,5.82,3.59,1
0.7,1,1,3,62.1,54,5.69,5.72,3.54,1
0.7,1,6,5,61.3,57,5.71,5.74,3.51,1
0.71,2,6,2,60.3,58,5.82,5.78,3.5,1
0.71,2,5,5,59.2,58,5.87,5.82,3.46,1
0.79,2,6,3,59.3,62,6.09,6.01,3.59,1
0.71,2,5,5,62.7,59,5.7,5.62,3.55,1
0.77,4,4,5,61,60,5.9,5.87,3.59,1
0.75,4,5,1,59.8,56,5.85,5.92,3.52,1
0.7,1,5,4,61,56,5.75,5.8,3.52,1
0.71,2,5,3,59.3,56,5.88,5.82,3.47,1
0.92,1,7,1,61.9,56,6.27,6.2,3.86,1
0.83,2,5,1,61.4,59,6.08,6.04,3.72,1
0.7,2,4,6,59.2,60,5.87,5.78,3.45,1
0.73,2,5,3,60.3,59,5.9,5.87,3.55,1
0.71,4,7,5,63.4,55,5.69,5.61,3.58,1
0.73,4,7,4,63.9,57,5.66,5.71,3.63,1
0.82,1,5,1,61.7,53,6,6.12,3.74,1
0.82,1,5,1,62.3,56,5.96,6.02,3.73,1
0.82,4,5,1,59.7,57,6.12,6.14,3.66,1
0.52,1,5,6,61.2,56,5.19,5.21,3.18,1
1,2,5,7,58.9,60,6.6,6.55,3.87,1
0.95,5,6,4,66.7,56,6.16,6.03,4.06,1
0.73,1,7,4,61.4,57,5.76,5.8,3.55,1
0.73,2,5,3,59.9,59,5.87,5.77,3.5,1
0.73,2,6,5,61.4,58,5.82,5.77,3.56,1
0.8,1,3,5,62.6,54,5.92,5.96,3.72,1
0.7,2,5,3,58.7,61,5.8,5.72,3.38,1
0.7,4,1,3,60.2,62,5.71,5.75,3.45,1
0.7,4,1,3,62.7,58,5.65,5.67,3.55,1
0.71,4,1,3,59.4,58,5.76,5.82,3.44,1
0.81,4,5,1,63.2,58,5.91,5.92,3.74,1
0.71,4,7,4,61.5,58,5.73,5.79,3.54,1
0.73,1,6,2,61.3,57,5.81,5.84,3.57,1
0.73,4,5,5,61.8,59,5.73,5.79,3.56,1
0.72,1,1,3,62,57,5.71,5.74,3.55,1
0.81,1,5,1,62.1,57,5.91,5.95,3.68,1
0.71,1,6,2,60.7,57,5.81,5.78,3.52,1
0.73,4,1,4,57.7,61,5.92,5.96,3.43,1
0.7,4,1,5,62,59,5.65,5.68,3.51,1
1.01,1,3,7,61.5,57,6.45,6.46,3.97,1
1.01,3,3,7,63.1,57,6.35,6.39,4.02,1
0.79,1,4,3,62.5,57,5.91,5.93,3.7,1
0.7,4,1,3,61.8,59,5.65,5.68,3.5,1
0.7,4,1,3,58.9,60,5.83,5.85,3.44,1
0.8,3,4,3,63.4,60,5.92,5.82,3.72,1
1.27,2,4,1,59.3,61,7.12,7.05,4.2,1
0.79,1,7,4,61.5,56,5.96,5.91,3.65,1
0.72,4,5,5,60.2,59,5.79,5.84,3.5,1
0.73,1,4,2,61.6,56,5.79,5.84,3.58,1
1.01,5,4,1,65.4,59,6.3,6.26,4.11,1
1.01,3,4,7,64.2,61,6.25,6.18,3.99,1
0.73,1,1,4,59.1,59,5.92,5.95,3.51,1
0.7,1,1,4,61.6,57,5.71,5.76,3.53,1
0.7,3,5,3,59.1,61,5.76,5.84,3.43,1
0.77,2,1,4,62.9,59,5.84,5.79,3.66,1
0.77,2,6,3,61.3,60,5.91,5.81,3.59,1
0.77,2,6,5,61.4,58,5.94,5.89,3.63,1
0.84,4,4,4,61.2,57,6.1,6.12,3.74,1
0.72,1,1,4,60.3,57,5.83,5.85,3.52,1
0.76,2,7,4,61.1,59,5.93,5.88,3.61,1
0.7,4,6,2,62.9,59,5.61,5.68,3.55,1
0.54,1,7,2,61.5,55,5.25,5.29,3.24,1
0.75,5,7,1,64.6,57,5.74,5.72,3.7,1
0.79,3,1,4,64.1,54,5.86,5.84,3.75,1
0.74,4,1,5,63.1,58,5.75,5.73,3.62,1
0.7,4,1,3,61,60,5.74,5.77,3.51,1
0.7,1,5,3,60.8,59,5.69,5.79,3.49,1
0.75,1,2,4,61.5,56,5.83,5.87,3.6,1
1.2,4,4,7,63.1,60,6.75,6.67,4.23,1
0.8,4,5,4,63.4,57,5.89,5.82,3.71,1
0.66,1,7,5,62.1,56,5.54,5.57,3.45,1
0.87,4,5,1,61,63,6.22,6.07,3.75,1
0.86,2,4,4,62.7,59,6.04,5.98,3.77,1
0.74,1,5,4,61,57,5.85,5.81,3.56,1
0.58,4,1,8,60.6,59,5.37,5.43,3.27,1
0.78,1,3,5,61.5,57,5.88,5.92,3.63,1
0.74,1,6,4,61.3,55,5.85,5.86,3.59,1
0.73,1,1,4,62.7,55,5.7,5.79,3.6,1
0.91,4,3,4,63.5,57,6.12,6.07,3.87,1
0.71,2,5,3,62.6,58,5.67,5.7,3.56,1
0.71,3,6,5,63.5,55,5.64,5.66,3.59,1
0.79,1,7,1,62.8,57,5.9,5.85,3.69,1
0.79,2,7,1,60,60,6.07,6.03,3.63,1
0.71,2,1,4,62.7,58,5.73,5.66,3.57,1
0.82,2,3,5,61.9,58,5.99,5.97,3.7,1
0.78,4,4,5,61.9,57.1,5.87,5.95,3.66,1
0.7,4,1,5,62.4,56,5.64,5.7,3.54,1
1.12,2,4,7,59.1,61,6.78,6.75,4,1
0.73,2,1,3,62,57,5.86,5.76,3.6,1
0.91,5,2,3,64.4,62,6.06,6.03,3.89,1
0.91,5,2,3,65.4,60,6.04,6,3.94,1
0.91,3,2,3,64.2,58,6.12,6.09,3.92,1
0.91,5,4,4,65.8,58,6.04,6.01,3.96,1
0.7,2,1,5,58.4,59,5.91,5.83,3.43,1
0.68,2,5,2,61.7,57,5.67,5.64,3.49,1
0.73,4,5,3,62.5,57,5.7,5.75,3.58,1
1.03,3,2,4,63.6,57,6.38,6.29,4.03,1
0.74,2,7,3,62.4,57,5.8,5.74,3.6,1
0.98,5,1,1,53.3,67,6.82,6.74,3.61,1
1.02,5,3,4,53,63,6.84,6.77,3.66,1
1,5,6,1,67.8,61,5.96,5.9,4.02,1
1.02,1,4,1,61.6,55,6.49,6.43,3.98,1
0.6,1,5,2,60.8,57,5.44,5.49,3.32,1
0.8,1,6,1,61.6,56,5.97,6.01,3.69,1
0.97,1,5,7,60.7,56,6.43,6.41,3.9,1
1,5,3,4,67.9,62,6.19,6.03,4.15,1
0.26,1,1,5,62.3,57,4.05,4.08,2.53,0
0.26,1,1,5,62.1,56,4.09,4.12,2.55,0
0.36,1,4,4,61.9,55,4.57,4.59,2.83,0
0.34,3,6,3,57.5,61,4.6,4.66,2.66,0
0.34,3,1,4,63.3,57,4.44,4.47,2.82,0
0.34,3,1,4,63.5,55,4.44,4.47,2.83,0
0.34,3,1,4,63.4,55,4.44,4.46,2.82,0
0.34,4,6,3,59.6,62,4.54,4.56,2.71,0
0.34,1,1,4,62.2,54,4.47,4.5,2.79,0
0.32,3,1,3,64.1,54,4.34,4.37,2.79,0
0.31,1,3,6,61.6,55,4.36,4.41,2.7,0
0.31,1,3,6,61.3,56,4.36,4.38,2.68,0
0.31,1,3,6,62.3,54,4.37,4.4,2.73,0
0.31,1,3,6,62,54,4.37,4.4,2.72,0
0.31,1,3,6,62.7,53,4.33,4.35,2.72,0
0.31,1,3,6,62.2,53,4.36,4.38,2.72,0
0.31,1,6,3,62.2,53.6,4.32,4.35,2.7,0
0.31,1,4,5,61.6,54.8,4.35,4.37,2.69,0
0.31,1,4,5,61.8,54.2,4.33,4.37,2.69,0
0.33,2,6,1,59.4,59,4.52,4.5,2.68,0
0.33,2,5,1,62.3,58,4.43,4.4,2.75,0
0.33,2,6,1,62.6,58,4.42,4.4,2.76,0
0.33,1,6,1,61.9,56,4.45,4.41,2.74,0
0.33,2,5,1,63,58,4.42,4.4,2.78,0
0.33,2,2,5,62.8,58,4.41,4.38,2.76,0
0.33,2,2,5,61.5,61,4.46,4.39,2.72,0
0.33,1,2,5,62.1,55,4.44,4.41,2.75,0
0.33,1,3,4,63,57,4.39,4.37,2.76,0
0.33,3,3,4,63.6,53,4.43,4.4,2.81,0
0.33,2,3,4,60.4,59,4.54,4.5,2.73,0
1,5,4,1,66.1,56,6.21,5.97,4.04,1
0.77,2,5,4,60.8,59,5.92,5.86,3.58,1
0.77,2,5,4,61,58,5.94,5.9,3.61,1
0.7,3,1,2,60.1,63,5.68,5.71,3.42,1
0.9,4,6,1,63.1,58,6.08,6.02,3.82,1
0.72,1,1,4,62.3,57,5.76,5.7,3.57,1
0.9,2,3,3,61.9,59,6.2,6.14,3.82,1
0.72,2,1,4,62.1,58,5.76,5.73,3.57,1
0.7,1,6,2,62.1,56,5.63,5.71,3.52,1
0.81,4,5,4,61.3,57,6.02,6.05,3.7,1
0.81,4,5,4,61.7,57,6,6.05,3.72,1
0.71,2,1,3,61,60,5.76,5.69,3.49,1
0.7,2,1,3,61.4,59,5.73,5.7,3.51,1
0.71,2,1,3,61.5,60,5.76,5.68,3.52,1
0.71,4,1,3,63.5,59,5.68,5.59,3.58,1
0.92,2,2,4,62.9,58,6.22,6.18,3.9,1
0.76,1,1,4,62.7,54,5.88,5.83,3.67,1
0.73,1,7,4,61.5,56,5.84,5.8,3.58,1
0.71,2,7,3,60.4,62,5.74,5.72,3.46,1
0.7,3,1,2,63.6,62,5.61,5.58,3.56,1
0.9,5,6,1,64.5,56,6.06,6,3.89,1
0.71,5,7,3,56.9,65,5.89,5.84,3.34,1
0.7,1,7,3,61,57,5.76,5.74,3.51,1
0.7,2,7,3,62.4,56,5.72,5.66,3.55,1
0.77,2,5,5,60.9,60,5.91,5.88,3.59,1
0.71,1,6,5,61.5,56,5.74,5.78,3.54,1
0.7,2,7,3,59.6,61,5.8,5.77,3.45,1
0.75,5,5,5,55.8,70,6.09,5.98,3.37,1
0.83,2,1,1,59.2,60,6.17,6.12,3.64,1
0.71,4,5,3,61.3,61,5.68,5.73,3.5,1
0.9,4,2,1,63.6,58,6.07,6.1,3.87,1
0.6,1,1,2,61.9,54.9,5.41,5.44,3.35,1
0.71,2,7,5,62.9,57,5.66,5.6,3.54,1
0.53,1,5,6,61.4,57,5.23,5.2,3.2,1
0.71,2,7,4,60.7,58,5.95,5.78,3.56,1
0.62,1,6,2,61.6,56,5.45,5.48,3.37,1
0.62,1,6,2,61.6,56,5.48,5.51,3.38,1
0.9,2,3,4,63,58,6.09,6.01,3.81,1
0.62,5,5,8,60.1,61,5.53,5.56,3.33,1
0.82,2,1,1,61.7,59,6.01,5.98,3.7,1
0.66,2,7,5,61,58,5.67,5.57,3.43,1
0.7,4,7,4,62.5,55,5.67,5.72,3.56,1
0.8,4,5,4,62.6,58,5.9,5.92,3.7,1
0.8,4,7,1,62.5,59,5.88,5.92,3.69,1
0.79,2,5,4,62.3,54,5.97,5.91,3.7,1
0.71,4,5,6,63.2,60,5.65,5.61,3.56,1
0.7,1,4,3,61.1,57,5.71,5.74,3.5,1
0.7,4,1,3,58.7,63,5.73,5.69,3.35,1
0.79,2,4,5,60,60,6.07,5.99,3.64,1
0.7,2,1,3,59.5,59,5.82,5.77,3.45,1
1.22,2,1,7,60.9,57,6.93,6.88,4.21,1
1.01,5,1,1,67.6,57,6.21,6.11,4.18,1
0.73,2,1,3,62.5,61,5.78,5.64,3.59,1
0.91,3,3,3,64.3,58,6.05,6.09,3.9,1
0.71,1,7,4,60.8,56,5.8,5.77,3.52,1
0.83,2,6,4,62.3,58,6.01,5.97,3.73,1
0.84,2,5,1,62.3,59,6.06,6.01,3.76,1
0.71,2,7,4,61,61,5.82,5.75,3.53,1
0.71,2,7,4,59.7,59,5.82,5.8,3.47,1
0.71,2,7,4,61.7,56,5.8,5.68,3.54,1
0.71,1,7,4,61.7,57,5.75,5.7,3.53,1
0.71,2,7,4,61.4,58,5.79,5.75,3.54,1
0.71,2,7,4,60.6,58,5.79,5.77,3.5,1
0.91,2,2,4,59.5,62,6.4,6.18,3.74,1
0.9,2,2,3,59.8,62,6.24,6.21,3.72,1
0.71,2,4,2,61.5,62,5.74,5.68,3.51,1
0.71,2,1,4,59.1,61,5.84,5.8,3.44,1
0.72,1,5,3,59.5,57,5.91,5.86,3.5,1
0.72,2,1,4,60.9,60,5.78,5.74,3.51,1
0.71,1,1,3,61,55,5.79,5.75,3.52,1
0.81,1,1,1,60.3,57,6.07,6.04,3.65,1
0.83,4,3,3,61.6,58,6.05,6.07,3.73,1
0.73,2,7,4,60.8,55,5.87,5.81,3.55,1
0.56,4,7,6,62,56,5.25,5.3,3.27,1
0.56,4,7,6,61.8,55,5.27,5.31,3.27,1
0.71,1,1,5,62.2,55,5.74,5.7,3.56,1
0.7,1,4,6,62.3,58,5.66,5.7,3.54,1
0.96,2,3,4,61.3,58,6.39,6.3,3.89,1
0.71,4,4,6,62.9,57,5.67,5.69,3.57,1
0.7,1,7,3,62.4,57,5.68,5.61,3.52,1
0.71,1,4,6,60.4,57,5.78,5.81,3.5,1
0.8,2,4,3,61.2,53,6.05,5.98,3.68,1
0.95,2,5,1,58.4,57,6.49,6.41,3.77,1
0.82,1,5,1,62.3,56,5.99,5.95,3.72,1
0.52,1,5,6,61.2,56,5.21,5.19,3.18,1
0.82,1,5,1,61.7,53,6.12,6,3.74,1
0.82,1,5,1,62.3,56,6.02,5.96,3.73,1
0.82,2,5,1,59.7,57,6.14,6.12,3.66,1
0.8,1,6,4,61.3,57,5.96,5.91,3.64,1
0.96,5,5,1,68.2,61,6.07,5.88,4.1,1
0.72,1,3,5,62.4,55,5.72,5.75,3.58,1
0.62,1,6,8,60.5,57,5.52,5.56,3.35,1
0.79,2,1,1,61,58,5.96,5.9,3.62,1
0.75,4,1,4,63.1,56,5.78,5.7,3.62,1
1.08,2,7,7,61.9,60,6.55,6.48,4.03,1
0.72,1,1,4,60.8,55,5.77,5.84,3.53,1
0.62,1,6,8,61.8,56,5.43,5.47,3.37,1
0.73,1,6,2,61.3,57,5.84,5.81,3.57,1
0.72,1,4,2,60.9,57,5.79,5.77,3.52,1
0.52,2,5,2,61.8,60,5.16,5.13,3.18,1
0.83,1,1,1,62.2,57,6,6.05,3.75,1
0.64,2,1,2,62.1,58,5.56,5.51,3.44,1
0.8,1,6,4,62.5,57,5.94,5.9,3.7,1
0.74,1,4,4,62.1,56,5.77,5.83,3.6,1
0.72,1,5,4,61.5,56,5.72,5.79,3.54,1
0.82,1,4,3,59.5,57,6.12,6.09,3.63,1
0.73,2,1,5,61.3,59,5.81,5.78,3.55,1
1.04,2,3,7,61.6,61,6.47,6.45,3.98,1
0.73,4,1,4,61.3,58,5.76,5.83,3.55,1
0.73,3,1,4,63.6,57,5.7,5.72,3.63,1
0.9,2,2,4,62.8,59,6.13,6.03,3.82,1
0.75,1,3,4,61.8,55,5.83,5.85,3.61,1
0.79,1,6,4,62.6,55,5.91,5.95,3.71,1
0.7,3,7,4,62.5,56.7,5.59,5.62,3.51,1
0.75,4,7,4,60.7,55,5.87,5.92,3.58,1
1.02,1,3,7,61.7,56,6.44,6.49,3.99,1
0.7,4,6,1,59,62,5.79,5.81,3.42,1
0.7,1,7,4,61.8,56,5.63,5.73,3.51,1
0.7,3,1,4,61.4,64,5.66,5.71,3.49,1
0.7,1,7,4,61.4,54,5.71,5.75,3.52,1
0.7,1,7,4,60.7,56,5.72,5.75,3.48,1
0.7,4,7,4,60.2,60,5.75,5.82,3.48,1
0.72,4,1,3,58.3,57,5.89,5.94,3.45,1
0.74,1,1,4,62.3,58,5.74,5.78,3.59,1
0.84,3,6,4,65.1,55,5.88,5.97,3.86,1
0.76,4,5,3,62,58,5.8,5.86,3.62,1
0.77,4,1,4,63.2,58,5.8,5.84,3.68,1
0.76,1,1,1,62.8,56,5.78,5.82,3.64,1
1,1,3,1,61.7,56,6.45,6.41,3.97,1
1,5,4,4,65.5,62,6.14,6.07,4,1
0.9,5,3,4,65.7,58,6.03,6,3.95,1
0.9,2,2,4,61.8,58,6.16,6.13,3.8,1
0.9,3,2,4,64,61,6,5.96,3.83,1
0.9,5,3,4,65.3,61,5.98,5.94,3.89,1
0.9,5,3,4,65.8,56,6.01,5.96,3.94,1
0.9,2,2,4,60.9,61,6.26,6.22,3.8,1
0.78,2,5,3,62.6,58,5.91,5.82,3.67,1
0.71,2,7,3,61.2,59,5.69,5.74,3.5,1
0.7,2,5,5,59,59,5.79,5.77,3.41,1
0.7,2,5,5,60.8,62,5.71,5.67,3.46,1
0.7,2,6,2,61.8,58,5.67,5.63,3.49,1
0.7,1,5,5,61,55,5.77,5.73,3.51,1
0.7,1,5,5,61.6,55,5.75,5.71,3.53,1
0.7,1,5,5,62.4,56,5.69,5.65,3.54,1
0.7,2,6,2,62.9,59,5.68,5.61,3.55,1
1,5,4,1,67.7,60,6.11,5.98,4.09,1
0.77,1,4,4,62.4,56,5.84,5.9,3.66,1
1,5,2,5,65.5,55,6.3,6.25,4.11,1
1,5,3,4,66.3,61,6.08,6.03,4.01,1
1,5,4,1,69.5,55,6.17,6.1,4.26,1
0.73,2,1,5,62.6,60,5.68,5.75,3.58,1
0.79,2,1,3,60.6,53,6.04,5.98,3.64,1
0.72,4,4,5,62.2,54,5.74,5.76,3.57,1
0.71,1,1,5,62.4,56,5.75,5.7,3.57,1
0.74,1,6,3,62.3,55,5.8,5.83,3.62,1
0.7,3,4,6,62.7,56,5.6,5.66,3.53,1
0.7,3,5,5,59.1,62,5.82,5.86,3.44,1
0.79,4,5,4,62.8,59,5.86,5.89,3.69,1
0.79,4,5,4,62.7,60,5.82,5.89,3.67,1
0.79,4,7,1,59.7,58,6,6.07,3.6,1
0.71,1,3,3,61.5,55,5.76,5.78,3.55,1
0.79,1,5,4,62.8,56,5.88,5.9,3.7,1
0.73,4,5,4,61.4,56,5.81,5.86,3.58,1
0.63,2,1,8,60.3,62,5.55,5.53,3.34,1
0.7,2,5,5,60.4,60,5.73,5.7,3.45,1
0.71,2,5,5,62.7,58,5.71,5.67,3.57,1
0.84,1,6,1,61,56,6.13,6.1,3.73,1
0.84,1,6,1,62.3,55,6.08,6.03,3.77,1
1.02,1,2,1,60.3,54,6.53,6.5,3.93,1
0.72,5,5,5,56.9,69,5.93,5.77,3.33,1
0.72,1,5,5,62,56,5.76,5.73,3.56,1
0.92,4,2,1,58.7,61,6.34,6.43,3.75,1
0.74,4,7,4,63.9,57,5.72,5.74,3.66,1
0.7,1,4,6,62,55,5.74,5.71,3.55,1
0.71,4,1,3,60,59,5.84,5.83,3.5,1
1.05,2,4,7,62,59,6.5,6.47,4.02,1
0.7,4,4,8,62.8,56,5.62,5.65,3.54,1
0.54,1,5,6,61.8,56,5.23,5.26,3.24,1
0.73,2,5,3,59.9,58,5.87,5.84,3.51,1
0.88,5,5,4,56.6,65,6.39,6.32,3.6,1
0.73,2,5,3,58.7,57,5.97,5.92,3.49,1
0.72,1,7,4,61.8,56,5.75,5.81,3.57,1
0.9,3,4,1,62.7,64,6.09,6,3.79,1
0.9,5,4,1,65,61,6.01,5.96,3.89,1
1.03,5,3,1,65.3,55,6.32,6.27,4.11,1
0.84,4,5,4,63.8,57,5.95,6,3.81,1
1.01,2,3,4,62.7,60,6.36,6.27,3.96,1
0.77,1,7,1,61.5,55,5.9,5.93,3.64,1
